[29-09-24 19:33:38.469] LOG  : General     , 1727631218469> 0> Tsarcraft.VinylACDCHighwayToHell(1979): DisplayCategory, MediaA.
[29-09-24 19:34:53.372] DEBUG: Vehicle     , 1727631293372> 0> CarController.<init>                > Vehicle vid=241 type=Base.CarSmallSmashedLeft has been added at (10757,465820;9860,103516;0,199373) auth=vid:Base.CarSmallSmashedLeft(241) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.373] DEBUG: Vehicle     , 1727631293373> 0> CarController.<init>                > Vehicle vid=240 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(240) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.375] DEBUG: Vehicle     , 1727631293375> 0> CarController.<init>                > Vehicle vid=239 type=Base.volvo244 has been added at (10734,000977;9737,000977;0,334480) auth=vid:Base.volvo244(239) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.378] DEBUG: Vehicle     , 1727631293378> 0> CarController.<init>                > Vehicle vid=238 type=Base.Van has been added at (10737,500000;9737,000977;0,353080) auth=vid:Base.Van(238) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:55.372] WARN : Animation   , 1727631295372> 9.383.290.670> FileTask_AbstractLoadModel.checkExtensionType> Note: The 'x:' prefix is not required. name="x:skinned/clothes/bob_trousers".
[29-09-24 19:34:56.090] WARN : General     , 1727631296090> 9.383.291.388> GameSounds.getOrCreateSound> no GameSound called "SewingScissors", adding a new one.
[29-09-24 19:34:57.196] ERROR: General     , 1727631297196> 9.383.292.495> ProcessedAiScene.processAiScene> No such mesh "doorheavyrear".
[29-09-24 19:35:03.376] LOG  : General     , 1727631303376> 9.383.298.675> couldn't find item null.
[29-09-24 19:35:03.377] WARN : Lua         , 1727631303377> 9.383.298.676> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:04.925] LOG  : General     , 1727631304925> 9.383.300.223> [forageSystem][generateLootTable] Begin generating loot tables.
[29-09-24 19:35:04.926] LOG  : General     , 1727631304926> 9.383.300.224> [forageSystem][generateLootTable] Finished generating loot table structure.
[29-09-24 19:35:04.926] LOG  : General     , 1727631304926> 9.383.300.224> [forageSystem][generateLootTable] Begin populating loot table.
[29-09-24 19:35:05.427] LOG  : General     , 1727631305427> 9.383.300.726> [forageSystem][generateLootTable] Finished populating loot table.
[29-09-24 19:35:05.427] LOG  : General     , 1727631305427> 9.383.300.726> [forageSystem][generateLootTable] Begin populating loot table categories.
[29-09-24 19:35:05.447] LOG  : General     , 1727631305447> 9.383.300.745> [forageSystem][generateLootTable] Finished populating loot table categories.
[29-09-24 19:35:05.447] LOG  : General     , 1727631305447> 9.383.300.746> [forageSystem][generateLootTable] Finished generating loot tables.
[29-09-24 19:35:13.699] WARN : Lua         , 1727631313699> 9.383.308.997> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:14.954] WARN : Lua         , 1727631314954> 9.383.310.252> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:20.919] WARN : Lua         , 1727631320919> 9.383.316.217> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:21.709] DEBUG: Vehicle     , 1727631321709> 9.383.317.008> CarController.<init>                > Vehicle vid=240 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(240) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:35:22.369] WARN : Lua         , 1727631322369> 9.383.317.668> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:23.420] WARN : Lua         , 1727631323420> 9.383.318.718> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:30.272] WARN : Lua         , 1727631330272> 9.383.325.571> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:31.853] WARN : Lua         , 1727631331853> 9.383.327.152> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:31.903] WARN : Lua         , 1727631331903> 9.383.327.201> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:33.020] WARN : Lua         , 1727631333020> 9.383.328.318> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:33.203] WARN : Lua         , 1727631333203> 9.383.328.501> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:34.487] WARN : Lua         , 1727631334487> 9.383.329.785> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:37.272] WARN : Lua         , 1727631337272> 9.383.332.571> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:37.308] WARN : Lua         , 1727631337308> 9.383.332.607> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:38.070] WARN : Lua         , 1727631338070> 9.383.333.368> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:35:38.337] WARN : Lua         , 1727631338336> 9.383.333.635> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:09.924] LOG  : General     , 1727631369924> 9.383.365.223> -------------------------------------------------------------
attempted index: WeldingMask of non-table: null.
[29-09-24 19:36:09.924] LOG  : General     , 1727631369924> 9.383.365.223> -----------------------------------------
STACK TRACE
-----------------------------------------
function: getMaterialCount -- file: ISBlacksmithMenu.lua line # 532 | MOD: Improved Build Menu [Build 41.51+] (basic)
function: checkMetalWeldingFurnitures -- file: ISMetalWeldingMenu.lua line # 481 | MOD: Improved Build Menu [Build 41.51+] (basic)
function: doBuildMenu -- file: ISMetalWeldingMenu.lua line # 100 | MOD: Improved Build Menu [Build 41.51+] (basic)
Callframe at: se.krka.kahlua.integration.expose.MultiLuaJavaInvoker@cbb6edb7
function: createMenu -- file: ISWorldObjectContextMenu.lua line # 1543 | Vanilla
function: createMenu -- file: BB_FAO_ISWorldObjectContextMenu.lua line # 32 | MOD: First Aid Overhaul
function: createMenu -- file: HeaterISWorldObjectContextMenu.lua line # 40 | MOD: Sapphire's Heaters
function: createMenu -- file: ISMenuContextWorld.lua line # 50 | Vanilla
function: createWorldMenu -- file: ISContextManager.lua line # 28 | Vanilla
function: doRClick -- file: ISObjectClickHandler.lua line # 60 | Vanilla
function: onObjectRightMouseButtonUp -- file: ISObjectClickHandler.lua line # 379 | Vanilla.
[29-09-24 19:36:09.925] ERROR: General     , 1727631369925> 9.383.365.223> ExceptionLogger.logException> Exception thrown java.lang.RuntimeException: attempted index: WeldingMask of non-table: null at KahluaThread.tableget line:1689..
[29-09-24 19:36:09.925] ERROR: General     , 1727631369925> 9.383.365.223> DebugLogStream.printException> Stack trace:.
[29-09-24 19:36:09.926] LOG  : General     , 1727631369926> 9.383.365.224> -----------------------------------------
STACK TRACE
-----------------------------------------
function: getMaterialCount -- file: ISBlacksmithMenu.lua line # 532 | MOD: Improved Build Menu [Build 41.51+] (basic)
function: checkMetalWeldingFurnitures -- file: ISMetalWeldingMenu.lua line # 481 | MOD: Improved Build Menu [Build 41.51+] (basic)
function: doBuildMenu -- file: ISMetalWeldingMenu.lua line # 100 | MOD: Improved Build Menu [Build 41.51+] (basic)
Callframe at: se.krka.kahlua.integration.expose.MultiLuaJavaInvoker@cbb6edb7
function: createMenu -- file: ISWorldObjectContextMenu.lua line # 1543 | Vanilla
function: createMenu -- file: BB_FAO_ISWorldObjectContextMenu.lua line # 32 | MOD: First Aid Overhaul
function: createMenu -- file: HeaterISWorldObjectContextMenu.lua line # 40 | MOD: Sapphire's Heaters
function: createMenu -- file: ISMenuContextWorld.lua line # 50 | Vanilla
function: createWorldMenu -- file: ISContextManager.lua line # 28 | Vanilla
function: doRClick -- file: ISObjectClickHandler.lua line # 60 | Vanilla
function: onObjectRightMouseButtonUp -- file: ISObjectClickHandler.lua line # 379 | Vanilla.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.226> Nothing found that needs Verkabelung.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> IsoObject.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Nothing found that needs Verkabelung.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Thumpable.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Nothing found that needs Verkabelung.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> IsoObject.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Nothing found that needs Verkabelung.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Thumpable.
[29-09-24 19:36:09.928] LOG  : General     , 1727631369928> 9.383.365.227> Nothing found that needs Verkabelung.
[29-09-24 19:36:09.929] LOG  : General     , 1727631369928> 9.383.365.227> IsoObject.
[29-09-24 19:36:17.253] WARN : Lua         , 1727631377253> 9.383.372.552> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:17.603] WARN : Lua         , 1727631377603> 9.383.372.902> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:18.003] WARN : Lua         , 1727631378003> 9.383.373.302> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:19.237] WARN : Lua         , 1727631379237> 9.383.374.535> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:19.337] WARN : Lua         , 1727631379337> 9.383.374.635> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:22.670] WARN : Lua         , 1727631382670> 9.383.377.968> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:22.805] WARN : Lua         , 1727631382805> 9.383.378.103> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:24.722] LOG  : General     , 1727631384722> 9.383.380.021> Zombie: removing stale zombie 5000 id=5732.
[29-09-24 19:36:26.770] WARN : Lua         , 1727631386770> 9.383.382.068> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:28.543] WARN : Lua         , 1727631388543> 9.383.383.841> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:29.037] WARN : Lua         , 1727631389037> 9.383.384.335> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:30.754] DEBUG: Vehicle     , 1727631390754> 9.383.386.052> CarController.<init>                > Vehicle vid=227 type=Base.SmallCar02 has been added at (10592,000977;9734,000977;0,283010) auth=vid:Base.SmallCar02(227) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:36:30.757] DEBUG: Vehicle     , 1727631390757> 9.383.386.055> CarController.<init>                > Vehicle vid=226 type=Base.79brougham has been added at (10592,000977;9737,500000;0,334480) auth=vid:Base.79brougham(226) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:36:31.559] WARN : Lua         , 1727631391558> 9.383.386.857> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:32.203] WARN : Lua         , 1727631392203> 9.383.387.502> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:32.403] WARN : Lua         , 1727631392403> 9.383.387.702> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:35.903] WARN : Lua         , 1727631395903> 9.383.391.202> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:36.403] WARN : Lua         , 1727631396403> 9.383.391.702> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:37.303] WARN : Lua         , 1727631397303> 9.383.392.602> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:39.125] DEBUG: Vehicle     , 1727631399125> 9.383.394.424> CarController.<init>                > Vehicle vid=240 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(240) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:36:43.220] WARN : Lua         , 1727631403220> 9.383.398.518> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:44.320] WARN : Lua         , 1727631404320> 9.383.399.618> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:44.727] DEBUG: Vehicle     , 1727631404727> 9.383.400.025> CarController.<init>                > Vehicle vid=243 type=Base.CarNormalSmashedRight has been added at (10795,023438;9783,010742;0,268849) auth=vid:Base.CarNormalSmashedRight(243) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:36:45.327] WARN : Lua         , 1727631405327> 9.383.400.625> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:45.355] WARN : Lua         , 1727631405355> 9.383.400.653> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:45.387] WARN : Lua         , 1727631405387> 9.383.400.685> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.266> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> IsoObject.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> IsoObject.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.968] LOG  : General     , 1727631405968> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.267> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> WorldInventoryItem.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> Nothing found that needs Verkabelung.
[29-09-24 19:36:45.969] LOG  : General     , 1727631405969> 9.383.401.268> WorldInventoryItem.
[29-09-24 19:37:18.671] WARN : Lua         , 1727631438670> 9.383.433.970> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:23.036] WARN : Lua         , 1727631443036> 9.383.438.335> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:23.386] WARN : Lua         , 1727631443386> 9.383.438.685> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:23.387] WARN : Lua         , 1727631443387> 9.383.438.686> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:24.620] WARN : Lua         , 1727631444620> 9.383.439.918> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:28.259] WARN : Lua         , 1727631448259> 9.383.443.557> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:28.455] WARN : Lua         , 1727631448455> 9.383.443.753> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:29.038] WARN : Lua         , 1727631449038> 9.383.444.336> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:30.003] WARN : Lua         , 1727631450003> 9.383.445.302> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:30.637] WARN : Lua         , 1727631450637> 9.383.445.935> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:30.738] WARN : Lua         , 1727631450738> 9.383.446.036> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:31.062] DEBUG: Vehicle     , 1727631451062> 9.383.446.361> CarController.<init>                > Vehicle vid=240 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(240) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:37:32.137] WARN : Lua         , 1727631452137> 9.383.447.435> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:33.503] WARN : Lua         , 1727631453503> 9.383.448.802> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:33.504] WARN : Lua         , 1727631453504> 9.383.448.802> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 19:37:35.290] LOG  : General     , 1727631455290> 9.383.450.589> Trying to load Moddata: 	table 0x1671199697.
[29-09-24 19:37:35.290] LOG  : General     , 1727631455290> 9.383.450.589> RemoteLinkTable loaded: 	nil.
