[01-10-24 21:04:00.347] LOG  : General     , 1727809440347> 0> Base.SweetJuice: DisplayCategory, FoodN.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.TableMapRiverside: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.WallMapRosewood: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.TableMapRosewood: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.WallMapWestPoint: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.TableMapWestPoint: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.WallMapMuldragh: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.TableMapMuldragh: displaycategory, LitC.
[01-10-24 21:04:01.449] LOG  : General     , 1727809441449> 0> Base.WallMapMarchRidge: displaycategory, LitC.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> Base.TableMapMarchRidge: displaycategory, LitC.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.Hooch: displaycategory, FoodA.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.BerryWine: displaycategory, FoodA.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.Kvass: displaycategory, FoodA.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine1: displaycategory, LitR.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine2: displaycategory, LitR.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine3: displaycategory, LitR.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine4: displaycategory, LitR.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> adding unknown item param "cucumberseed" = "SurFarm".
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine4: cucumberseed, SurFarm.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> adding unknown item param "cucumberbagseed" = "SurFarm".
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> RuggedRecipes.RuggedRecipesMagazine4: cucumberbagseed, SurFarm.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> SapphCooking.WoodenSpoon: displaycategory, WepMelee.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> SapphCooking.PlasticSpork: displaycategory, WepMelee.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> SapphCooking.MeatTenderizer: displaycategory, WepMelee.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> SapphCooking.ChefKnife1: displaycategory, WepMelee.
[01-10-24 21:04:01.450] LOG  : General     , 1727809441450> 0> SapphCooking.ChefKnife2: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.ChefKnife3: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.MessTray: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.MeatTenderizer_Wood: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.WoodSpork: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.Ladle_Wood: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.PizzaPeel: displaycategory, WepMelee.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.SaucepanwithOil: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.SaucepanwithKernelCorn: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.FryingPanwithOil: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.WaterSaucepanArborioRice: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.WaterSaucepanBrownRice: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.WaterSaucepanwithPotatoes: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.SaucepanwithStock: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.DoughnutCutter: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.MetalWhisk: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.SaucepanwithSugarKernels: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.SaucepanChocolate: displaycategory, FoodP.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.PotofVegetableStock: displaycategory, Cooking.
[01-10-24 21:04:01.451] LOG  : General     , 1727809441451> 0> SapphCooking.WokPan: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.WokPan_Oil: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.WokPanWater: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.Laddle: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.StackBowl2: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.StackBowl3: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.CocktailMixer: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.LowballGlass: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.CocktailGlass: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.PlasticFilterHolder: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.CoffeeGrinder: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.EmptyThermos: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.PipingBags: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.BakingMolds: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.BagofWoodenSkewers: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.WoodenSkewers: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.ClothFilter: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.BagofToothpicks: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.IceTray: displaycategory, Cooking.
[01-10-24 21:04:01.452] LOG  : General     , 1727809441452> 0> SapphCooking.ButterChurn: displaycategory, Cooking.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.Chopsticks_Sapph: displaycategory, Cooking.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.Blender: displaycategory, Cooking.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.Empty_FrenchPress: displaycategory, Cooking.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.CarbonatedWater: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.Vermouth: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.StrawberryMilk: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.AlmondMilk: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BottlewithProteinShake: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BleachBottlewithProteinShake: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BottlewithMilk: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.PopbottlewithMilk: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.HotChocolate: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.HotChocolate2: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.HotChocolate3: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.HotChocolate4: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BottleofGrapeJuice: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BottleofWatermelonJuice: displaycategory, FoodB.
[01-10-24 21:04:01.453] LOG  : General     , 1727809441453> 0> SapphCooking.BottleofPeachJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowBallGlassCoffee: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.BottleofStrawberryJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.BottleofPineappleJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.BottleofAppleJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowballGlassWater: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.BottleofLemonJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.BottleofOrangeJuice: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.CocktailGlassWater: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowballGlassSazerac: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.CocktailGlassMartini: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.CocktailGlassGimlet: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.GinFull: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowballGlassOldFashioned: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowballGlassGin: displaycategory, FoodB.
[01-10-24 21:04:01.454] LOG  : General     , 1727809441454> 0> SapphCooking.LowballGlassVodka: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassWhiskey: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassManhattan: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.CocktailGlassWhiskeySour: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LiqueurBottle: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassNegroni: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.VodkaFull: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.TequilaFull: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassMargarita: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.CachacaFull: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassCaipirinha: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassTequila: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassBeer: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.CocktailGlassWhiskey: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.SakeFull: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassSake: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassWhiteRussian: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassBlackRussian: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowballGlassBloodyMary: displaycategory, FoodB.
[01-10-24 21:04:01.455] LOG  : General     , 1727809441455> 0> SapphCooking.LowBallGlassCoffeeBrew: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugBrewCoffee: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugBrewCoffee2: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugBrewCoffee3: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugBrewCoffee4: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.LowballGlassRum: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.LowballGlassCola: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.LowballGlassOrangeSoda: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.RumFull: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.ColaBottle: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.ColaBottlewithMilk: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.ColaBottlewithProteinShake: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugCoffee: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugCoffee2: displaycategory, FoodB.
[01-10-24 21:04:01.456] LOG  : General     , 1727809441456> 0> SapphCooking.MugCoffee3: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.MugCoffee4: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.ThermosCoffee: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.LowballGlassPilk: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.LowballGlassCubaLibre: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.EnergyDrink: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.ThermosBeverage: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.ThermosSoup: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.ThermosCoffeeEvolved: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.LowBallEvolved: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.CocktailGlassEvolved: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.CocktailMixerEvolved: displaycategory, FoodB.
[01-10-24 21:04:01.457] LOG  : General     , 1727809441457> 0> SapphCooking.ButtermilkBottle: displaycategory, FoodB.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.Churn_Wine: displaycategory, FoodB.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.Churn_Buttermilk: displaycategory, FoodB.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.FullWater_FrenchPress: displaycategory, FoodB.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.Coffee_FrenchPress: displaycategory, FoodB.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphCorndog: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphSushiFish: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphNoodleSoup: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphSushiEgg: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphDoughnutPlain: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphDoughnutChocolate: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphOnigiri: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphCroissant: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.SapphFishFried: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.FriedEgg: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.CroissaintDough: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.PeeledPotato: displaycategory, FoodP.
[01-10-24 21:04:01.458] LOG  : General     , 1727809441458> 0> SapphCooking.BakedPotato: displaycategory, FoodP.
