[14-10-24 06:14:50.916] LOG  : General     , 1728879290916> 0> ExtraBooks.EBReloading2: DisplayCategory, LitS.
[14-10-24 06:26:10.930] LOG  : Lua         , 1728879970930> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/GunFighter_05Light.lua.
[14-10-24 06:26:10.935] LOG  : Lua         , 1728879970935> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3024365998/mods/StandardizedVehicleUpgradesV/media/lua/server/IceCreamTruckRefrigerator.lua.
[14-10-24 06:26:10.938] LOG  : Lua         , 1728879970938> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2923979345/mods/Crafting-Enhanced-Core/media/lua/server/ISDoubleTileTable.lua.
[14-10-24 06:26:10.941] LOG  : Lua         , 1728879970941> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2744974916/mods/CraftMetalDrumRainBarrel/media/lua/server/ISMetalDrumPatch.lua.
[14-10-24 06:26:10.946] LOG  : Lua         , 1728879970946> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2625625421/mods/isoContainers/media/lua/server/ISOcontainer.lua.
[14-10-24 06:26:10.949] LOG  : Lua         , 1728879970949> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3026723485/mods/67gt500/media/lua/server/Items/67gt500ItemDistro.lua.
[14-10-24 06:26:10.952] LOG  : Lua         , 1728879970952> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2785549133/mods/74amgeneralM151A2/media/lua/server/Items/74amgeneralM151A2itemDistro.lua.
[14-10-24 06:26:10.955] LOG  : Lua         , 1728879970955> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2799152995/mods/78amgeneralM35A2/media/lua/server/Items/78amgeneralM35A2itemDistro.lua.
[14-10-24 06:26:10.958] LOG  : Lua         , 1728879970958> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2618213077/mods/82oshkoshM911/media/lua/server/Items/82oshkoshitemDistro.lua.
[14-10-24 06:26:10.962] LOG  : Lua         , 1728879970962> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3110911330/mods/87fordB700/media/lua/server/Items/87fordB700_ItemDistro.lua.
[14-10-24 06:26:10.965] LOG  : Lua         , 1728879970965> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3110913021/mods/90bmwE30/media/lua/server/Items/90bmwE30_itemDistro.lua.
[14-10-24 06:26:10.968] LOG  : Lua         , 1728879970968> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2728257015/mods/agrotsar/media/lua/server/Items/Agro_ItemDistributions.lua.
[14-10-24 06:26:10.973] LOG  : Lua         , 1728879970973> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392987599/mods/AquatsarYachtClub/media/lua/server/Items/AquaItemDistributions.lua.
[14-10-24 06:26:10.978] LOG  : Lua         , 1728879970978> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATACommonItemDistributions.lua.
[14-10-24 06:26:10.982] LOG  : Lua         , 1728879970981> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATAItemDistInfo.lua.
[14-10-24 06:26:10.985] LOG  : Lua         , 1728879970985> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2335368829/mods/Authentic Z - Current/media/lua/server/items/AZ_Distributions.lua.
[14-10-24 06:26:10.990] LOG  : Lua         , 1728879970990> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2335368829/mods/Authentic Z - Current/media/lua/server/items/AZ_ProceduralDistributions.lua.
[14-10-24 06:26:10.995] LOG  : Lua         , 1728879970995> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2849247394/mods/Basements/media/lua/server/Items/BasementItemDistro.lua.
[14-10-24 06:26:10.999] LOG  : Lua         , 1728879970999> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2856174410/mods/BetterBatteries/media/lua/server/items/BB_Distributions.Lua.
[14-10-24 06:26:11.003] LOG  : Lua         , 1728879971003> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/522891356/mods/Bedford Falls/media/lua/server/Items/BedfordProceduralDistributions.lua.
[14-10-24 06:26:11.006] LOG  : Lua         , 1728879971006> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/795965198/mods/Better Canning/media/lua/server/Items/Better_Canning_Mod_icons.lua.
[14-10-24 06:26:11.009] LOG  : Lua         , 1728879971009> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/795965198/mods/Better Canning/media/lua/server/Items/BetterCanningSuburbsDistributions.lua.
[14-10-24 06:26:11.013] ERROR: General     , 1728879971013> 0> ExceptionLogger.logException> Exception thrown java.lang.NullPointerException: Cannot invoke "se.krka.kahlua.vm.KahluaTable.len()" because "<local2>" is null at TableLib.insert line:217..
[14-10-24 06:26:11.013] ERROR: General     , 1728879971013> 0> DebugLogStream.printException> Stack trace:.
[14-10-24 06:26:11.013] LOG  : General     , 1728879971013> 0> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: table.insert
function: BetterCanningSuburbsDistributions.lua -- file: BetterCanningSuburbsDistributions.lua line # 3 | MOD: Better Canning.
[14-10-24 06:26:11.014] LOG  : Lua         , 1728879971014> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2766033079/mods/BetterFlashlights/media/lua/server/items/BetterFlashlights_Distributions.lua.
[14-10-24 06:26:11.019] LOG  : Lua         , 1728879971019> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Dried Fruit/media/lua/server/items/Big_Dried_Spawn.lua.
[14-10-24 06:26:11.024] LOG  : Lua         , 1728879971024> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Items/media/lua/server/items/Big_Items_Spawn.lua.
[14-10-24 06:26:11.028] LOG  : Lua         , 1728879971028> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Salt/media/lua/server/items/Big_salt_Spawn.lua.
[14-10-24 06:26:11.034] LOG  : Lua         , 1728879971034> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2209099061/mods/AdditionalSkillBooks_2/media/lua/server/Items/BooksDistribution.lua.
[14-10-24 06:26:11.039] LOG  : Lua         , 1728879971039> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL-26-GunFighter/media/lua/server/items/Brita_01Removals.lua.
[14-10-24 06:26:28.333] LOG  : Lua         , 1728879988333> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL-26-GunFighter/media/lua/server/items/Brita_03Pre_Attach.lua.
[14-10-24 06:26:28.344] LOG  : Lua         , 1728879988344> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL-26-GunFighter/media/lua/server/items/Brita_06Multi_Distro.lua.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> MOD OPTIONS DETECTED - DISTRO.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Bow	0.5	0.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Flamer	0.1	0.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Launcher	0.2	0.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Minigun	0.1	0.9.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Machine-Gun	0.3	0.7.
[14-10-24 06:26:28.387] LOG  : General     , 1728879988387> 0> TYPE - Auto Rifle Cal	0.5	0.5.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Semi-Auto	0.5	0.5.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Auto Pistol Cal	0.5	0.5.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Lever-Action	0.2	0.8.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Revolver	0.3	0.7.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Pump-Action	0.4	0.6.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Bolt-Action	0.3	0.7.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> TYPE - Break-Barrel	0.2	0.8.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - USA	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - SOV	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - KOR	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - PAC	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - CZE	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - EUR	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - ISR	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> REGION - REST	1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> CALIBER - 50 BMG	0.5	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> CALIBER - Shotgun 4g	0.1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> CALIBER - Shotgun 10g	0.1	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> CALIBER - Shotgun 12g	0.5	0.
[14-10-24 06:26:28.388] LOG  : General     , 1728879988388> 0> CALIBER - Shotgun 20g	0.1	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 30-06 SPG	0.3	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 308 WIN	0.4	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 762x54mm R	0.3	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 545x39mm	0.4	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 762x39mm	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 556x45mm	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 223 REM	0.3	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 45-70 GOV	0.2	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 45 LC	0.2	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 44 MAG	0.3	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 45 ACP	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 357 MAG	0.4	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 57x28mm	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 9x21mm	0.3	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 380 ACP	0.4	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 22 LR	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> CALIBER - 177 BB	0.5	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> Gun Case	0.01	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> Suppressor	1	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> Optic	1	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> Light	1	0.
[14-10-24 06:26:28.389] LOG  : General     , 1728879988389> 0> Part	1	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Ammo Canister	4	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Ammo Box	20	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Std Mag	3	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Ext Mag	2	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Drum Mag	1	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Poly Canister	0.1	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Sml Knife	1	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Lrg Knife	1.5	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Sword	0.01	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Axe	1	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Blunt	1.5	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Melee Spear	0.5	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> Armor	0.5	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> x90	0.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> CIVxLEO	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> CIVxMIL	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> LEOxCIV	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> LEOxMIL	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> MILxNON	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> SECxNON	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> HNTxNON	100.
[14-10-24 06:26:28.390] LOG  : General     , 1728879988390> 0> SURxNON	100.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> GUNRollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> GUNRollPART	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> GUNRollAMMO	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> GUNRollARMOR	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> LEORollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> LEORollAMMO	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> LEORollARMOR	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> MILRollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> MILRollAMMO	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> MILRollARMOR	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SECRollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SECRollAMMO	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SECRollARMOR	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SURRollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SURRollPART	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SURRollAMMO	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> SURRollARMOR	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> HNTRollGUN	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> HNTRollPART	2.
[14-10-24 06:26:28.391] LOG  : General     , 1728879988391> 0> HNTRollAMMO	2.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> HNTRollARMOR	2.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> CIVx	1.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> LEOx	1.4.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> MILx	1.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> SECx	1.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> HNTx	1.6.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> SURx	1.2.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> CIVammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> LEOammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> MILammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> SECammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> HNTammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> SURammo	false.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> MILITARY REGION	8.
[14-10-24 06:26:28.392] LOG  : General     , 1728879988392> 0> MILITARY REGION - OTHER.
[14-10-24 06:26:28.392] LOG  : Lua         , 1728879988392> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/1510950729/mods/FRUsedCars/media/lua/server/Vehicles/FRvehicledistributions.lua.
[14-10-24 06:26:28.400] LOG  : General     , 1728879988400> 0> ARMOR DISTRO OVERRIDE OPTION ENABLED.
[14-10-24 06:26:28.400] LOG  : General     , 1728879988400> 0> Brita_2 DETECTED& RESETTING DISTRO& RE-INSERT DISTRO IN MIL VEHICLES & LOCKERS.
[14-10-24 06:26:28.400] LOG  : Lua         , 1728879988400> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2460154811/mods/Brita's Armor Pack/media/lua/server/items/Brita_Armor_Distributrions.lua.
[14-10-24 06:26:31.702] LOG  : General     , 1728879991702> 0> ARMOR DISTRO OVERRIDE OPTION ENABLED.
[14-10-24 06:26:31.702] LOG  : General     , 1728879991702> 0> Brita_2 MOD DETECTED.
[14-10-24 06:26:31.703] LOG  : General     , 1728879991703> 0> BRITA'S ARMOR PACK INSERTED IN PROCEDURAL LISTS.
[14-10-24 06:26:31.709] LOG  : Lua         , 1728879991709> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGLoadingTCBoombox.lua.
[14-10-24 06:26:31.726] LOG  : Lua         , 1728879991726> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGLoadingTCVinylplayer.lua.
[14-10-24 06:26:31.731] LOG  : Lua         , 1728879991731> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGVehicleDistributions.lua.
[14-10-24 06:26:31.736] LOG  : Lua         , 1728879991736> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2863949128/mods/CanteensAndBottles/media/lua/server/items/CanteensAndBottles_Item_Distribution.lua.
[14-10-24 06:26:31.743] LOG  : Lua         , 1728879991743> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2923979345/mods/Crafting-Enhanced-Core/media/lua/server/items/CraftinTablesOverlays.lua.
[14-10-24 06:26:31.748] LOG  : Lua         , 1728879991748> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3171167894/mods/damnlib/media/lua/server/Items/damnCraft_itemDistro.lua.
[14-10-24 06:26:31.755] LOG  : Lua         , 1728879991755> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2127583399/mods/BetterBelts/media/lua/server/items/Distributions_BBELTS-Botles-Back.lua.
