[24-09-24 16:29:04.625] LOG  : General     , 1727188144625> 0> HuntingMod.HMDeadTurkey: DisplayCategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BagofHotdogBuns: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.RoastingpanwithUncookedLasagna: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.RoastingpanwithLasagna: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BakingTray_Croissant: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BowlofInstantNoodles: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BowlofRefriedBeans: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.FishFilletinBatter: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.Meatballs: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.SaucepanwithUncookedSpaguetti: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.SaucepanwithSpaguetti: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.SaucepanwithSpaguettiandMeatballs: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.SaucepanwithUncookedSpaguettiandMeatballs: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BowlofSpaguetti: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BowlofSpaguettiandMeatballs: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.VegetableSushi: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BowlofMashedPotatoes: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.LasagnaPiece: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BagelShapedDough: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BakingTray_Bagel: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BagelCreamCheese: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.BakingTray_Hotdog: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.WokPanwithFriedRice: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.SapphCutCheeseSandwich: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.SapphCutGrilledCheese: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.MeatballsCooked: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.MRE_InRiceMincedMeat: displaycategory, FoodP.
[24-09-24 16:29:05.648] LOG  : General     , 1727188145648> 0> SapphCooking.MRE_InBeefStrogonoff: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_BeefStew: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_PorkwRice: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_Spaguetti: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_OmeletwHam: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_SausageswGravy: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_CheeseTortellini: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_MeatballsinSauce: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_Lasagna: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.MRE_ChiliwBeans: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.PotofVegetableStockUncooked: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.WontonWrappersDough: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.WontonWrappers: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.DumplingsMeatUn: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.DumplingsMeatCooked: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.DumplingsVegetableUn: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.DumplingsVegetableCooked: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.WokPan_Yakisoba: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.BowlofYakisoba: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.WokPan_KungPaoChicken: displaycategory, FoodP.
[24-09-24 16:29:05.649] LOG  : General     , 1727188145649> 0> SapphCooking.BowlofKungPaoChicken: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.Saucepan_ShuiZhuYuUn: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.Saucepan_ShuiZhuYuCooked: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BowlofShuiZhuYu: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BowlofChili: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.RoastingpanwithRatatouilleUn: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.RoastingpanwithRatatouilleCooked: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.RatattouilePiece: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.CurryPowder: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.OpenCanofBeets: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.DicedBellPepper: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.DicedCarrots: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.DicedBroccoli: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.DicedTomato: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BreadSlices_Curry: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BowlofRiceJapaneseCurry: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.TenderizedMeat: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BreadCrumbs: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.BreadedTenderizedMeat: displaycategory, FoodP.
[24-09-24 16:29:05.650] LOG  : General     , 1727188145650> 0> SapphCooking.Schnitzel: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.WildGarlicBreadUn: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.WildGarlicBreadCooked: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.WildGarlicBreadPiece: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.SaucepanwithJapaneseCurry: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.SaucepanwithJapaneseCurryCooked: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.SaucepanwithBorscht: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BowlofJapaneseCurry: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BowlofBorscht: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BowlofMashedPotatoes_Meatballs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.FryingPan_BaconandEggs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.Plate_BaconandEggs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.PlateBlue_BaconandEggs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.PlateOrange_BaconandEggs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.PlateFancy_BaconandEggs: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.RiceBeanBowl: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BakingTray_CremeBrulee: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BakingTray_CaramelPudding: displaycategory, FoodP.
[24-09-24 16:29:05.651] LOG  : General     , 1727188145651> 0> SapphCooking.BakingTray_ChocolatePudding: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.ChocolatePuddingBowl: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.CaramelPuddingBowl: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.CremeBruleeBowl: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.SaucepanwithChickenStroganoff: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.BowlofChickenStroganoff: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.BowlofRiceChickenStroganoff: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.BakingTray_Ladyfingers: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.Ladyfingers: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.TiramisuPan: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.TiramisuPiece: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.PoutineBowl: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.ChurrosDough: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.ChurrosPlain: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.ChurrosChocolate: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.Plate_HuevosRancheros: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.PlateBlue_HuevosRancheros: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.PlateOrange_HuevosRancheros: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.PlateFancy_HuevosRancheros: displaycategory, FoodP.
[24-09-24 16:29:05.652] LOG  : General     , 1727188145652> 0> SapphCooking.WoodenSkewersMeat: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.WoodenSkewersVegetable: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.WoodenSkewersRat: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.WoodenSkewersRatCooked: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedChicken: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedBellPepper: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedCarrots: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedTomato: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedZucchini: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedEggplant: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SlicedSteak: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.IcecreamSandwich: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.IcecreamSandwichMelted: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.SourCream: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.HomemadeSourCream: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.CarrotCake: displaycategory, FoodP.
[24-09-24 16:29:05.653] LOG  : General     , 1727188145653> 0> SapphCooking.ChocolateCake: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.TurkeyLegs: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Takoyaki: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.PastryDough: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Saucepan_Custard: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.EggYolk: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.SlicedBanana_Bread: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Banana_Bread: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Bread_Egginhole: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Gingerbread_Dough: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Gingerbread_Man: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Gingerbread_Wall: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Gingerbread_House: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.Gingerbread_Pieces: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.ScotchEgg: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.ScotchEggRaw: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.SlicedChickenBatter: displaycategory, FoodP.
[24-09-24 16:29:05.654] LOG  : General     , 1727188145654> 0> SapphCooking.WokFriedRiceEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.FryingPanFriedRiceEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.BakedPotato_Evolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SushiEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SushiRecipe: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.HotdogCustom: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.HotdogSandwichEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.HotdogEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.MincedMeat_Chicken: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SausageEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SausageCasing: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.Saucepan_ArrozLecheUn: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.Saucepan_ArrozLeche: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.CevicheBowl: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.CevicheBowlEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SpringrollWrapper: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.SpringrollEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.Saucepan_InstantNoodlesEvolved: displaycategory, FoodP.
[24-09-24 16:29:05.655] LOG  : General     , 1727188145655> 0> SapphCooking.Mochi: displaycategory, FoodP.
[24-09-24 16:29:05.656] LOG  : General     , 1727188145656> 0> SapphCooking.Blender_Prep_Shake: displaycategory, FoodP.
[24-09-24 16:29:05.656] LOG  : General     , 1727188145656> 0> SapphCooking.Blender_Prep_Smoothie: displaycategory, FoodP.
