[24-09-24 20:42:28.763] LOG  : General     , 1727203348763> 0> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Show Ammunition = 	true.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Movement Gauge = 	true.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Dynamic Recoil System = 	true.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Dynamic Range System = 	1.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Reset Sight Picture = 	true.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Firearm Jamm = 	4.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Firearms never Break = 	false.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Attachements break on melee = 	5.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> attachements break on fire = 	5.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Supression Level = 	3.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Bass sound Level = 	1.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Luncher range multiplier = 	1.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Vehicule penalty = 	false.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.570> Debug Confirmation level = 	2.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.570> Use vanilla shot sound brita's = 	false.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.570> Eject Spend shells  = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> Type (Bow / Crossbow) = 	6.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> Type (Flame Thrower) = 	2.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown22 = 	3.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown23 = 	2.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown24 = 	4.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown25 = 	6.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown26 = 	6.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown27 = 	6.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown28 = 	3.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown29 = 	4.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown30 = 	5.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown31 = 	4.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown32 = 	3.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown33 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown34 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown35 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown36 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.570> dropdown37 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.571> dropdown38 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.571> dropdown39 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.571> dropdown40 = 	11.
[24-09-24 21:18:35.472] LOG  : General     , 1727205515472> 8.957.508.571> dropdown41 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown42 = 	2.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown43 = 	2.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown44 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown45 = 	2.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown46 = 	4.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown47 = 	5.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown48 = 	4.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown49 = 	5.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown50 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown51 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown52 = 	4.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown53 = 	3.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown54 = 	3.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown55 = 	4.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown56 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown57 = 	5.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown58 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.571> dropdown59 = 	4.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.572> dropdown60 = 	5.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.572> dropdown61 = 	6.
[24-09-24 21:18:35.473] LOG  : General     , 1727205515473> 8.957.508.572> dropdown62 = 	6.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown63 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown64 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown65 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown66 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown67 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown68 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown69 = 	6.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown70 = 	4.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown71 = 	3.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown72 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown73 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown74 = 	3.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown75 = 	4.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown76 = 	3.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown77 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown78 = 	4.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown79 = 	2.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown80 = 	6.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.572> dropdown81 = 	5.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.573> dropdown82 = 	1.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.573> dropdown83 = 	1.
[24-09-24 21:18:35.474] LOG  : General     , 1727205515474> 8.957.508.573> dropdown84 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown85 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown86 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown87 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown88 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown89 = 	1.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown90 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown91 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown92 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown93 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown94 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown95 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown96 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown97 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown98 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown99 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown100 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown101 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown102 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.573> dropdown103 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.574> dropdown104 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.574> dropdown105 = 	2.
[24-09-24 21:18:35.475] LOG  : General     , 1727205515475> 8.957.508.574> dropdown106 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown107 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown108 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown109 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown110 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown111 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown112 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown113 = 	2.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown114 = 	1.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown115 = 	5.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown116 = 	1.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown117 = 	1.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown118 = 	7.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> dropdown119 = 	3.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> checkbox120 = 	true.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> checkbox121 = 	true.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.574> checkbox122 = 	true.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.575> checkbox123 = 	true.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.575> checkbox124 = 	true.
[24-09-24 21:18:35.476] LOG  : General     , 1727205515476> 8.957.508.575> checkbox125 = 	true.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> dropdown126 = 	8.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> ZOMBIE CCW LOOT = 	2.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> VEHICLE LOOT = 	11.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> POWERTOOLS = 	11.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> RELOADING ITEMS = 	4.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> AUTO EQUIP THROWN = 	false.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> AUTO SELECT MAG = 	1.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> AUTO ACTIVATE NV = 	2.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> EMERGENCY RELOAD = 	2.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> ARROW BREAKAGE = 	5.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> VISUAL EFFECTS = 	true.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> BURN TIME = 	5.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> IGNITE TARGET = 	5.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> HIT ALL BODY PARTS = 	false.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> ARCHERY DAMAGE = 	6.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> SKIP REMOVALS = 	false.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.575> FIXED ROTATION = 	6.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.576> AUTO ACTIVATE LASER = 	1.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.576> WEAPONLIGHT RUNTIME = 	6.
[24-09-24 21:18:35.477] LOG  : General     , 1727205515477> 8.957.508.576> HVY WEAPON MOVEMENT = 	1.
[24-09-24 21:18:35.478] LOG  : General     , 1727205515478> 8.957.508.576> FIREARM DAMAGE = 	6.
[24-09-24 21:18:35.478] LOG  : General     , 1727205515478> 8.957.508.576> MELEE DAMAGE = 	6.
[24-09-24 21:18:36.037] DEBUG: Vehicle     , 1727205516037> 8.957.509.135> CarController.<init>                > Vehicle vid=244 type=Base.CarNormalSmashedRight has been added at (10924,749023;9865,423828;0,268663) auth=vid:Base.CarNormalSmashedRight(244) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:36.037] DEBUG: Vehicle     , 1727205516037> 8.957.509.136> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (10884,000977;9869,500000;0,333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:36.039] DEBUG: Vehicle     , 1727205516039> 8.957.509.138> CarController.<init>                > Vehicle vid=242 type=Base.85vicsed has been added at (10887,500000;9869,500000;0,384430) auth=vid:Base.85vicsed(242) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:37.937] WARN : Lua         , 1727205517937> 8.957.511.035> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:38.803] WARN : Lua         , 1727205518803> 8.957.511.902> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:39.253] WARN : Lua         , 1727205519253> 8.957.512.352> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:39.937] WARN : Lua         , 1727205519937> 8.957.513.035> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:40.470] WARN : Lua         , 1727205580470> 8.957.573.569> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:42.504] WARN : Lua         , 1727205582504> 8.957.575.603> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:42.820] WARN : Lua         , 1727205582820> 8.957.575.919> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:53.653] WARN : Lua         , 1727205593653> 8.957.586.753> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:53.654] WARN : Lua         , 1727205593654> 8.957.586.754> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:53.904] WARN : Lua         , 1727205593904> 8.957.587.003> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:54.587] WARN : Lua         , 1727205594587> 8.957.587.686> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:54.654] WARN : Lua         , 1727205594654> 8.957.587.753> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:54.887] WARN : Lua         , 1727205594887> 8.957.587.986> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:55.670] WARN : Lua         , 1727205595670> 8.957.588.770> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:56.870] WARN : Lua         , 1727205596870> 8.957.589.970> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:19:57.170] WARN : Lua         , 1727205597170> 8.957.590.270> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:20:01.190] LOG  : General     , 1727205601190> 8.957.594.290> Trying to load Moddata: 	table 0x679717352.
[24-09-24 21:20:01.191] LOG  : General     , 1727205601191> 8.957.594.290> RemoteLinkTable loaded: 	nil.
[24-09-24 21:20:01.191] LOG  : General     , 1727205601191> 8.957.594.290> No Remote Linktable could be found in the  ModData.
[24-09-24 21:20:10.920] WARN : Lua         , 1727205610920> 8.957.604.020> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:20:16.170] WARN : Lua         , 1727205616170> 8.957.609.270> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:20:16.220] WARN : Lua         , 1727205616220> 8.957.609.320> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:20:17.837] WARN : Lua         , 1727205617837> 8.957.610.936> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:20:37.205] LOG  : General     , 1727205637205> 8.957.630.305> Zombie: removing stale zombie 5000 id=24972.
[24-09-24 21:20:38.454] WARN : Lua         , 1727205638454> 8.957.631.553> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
