[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Type (Flame Thrower) = 	2.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown22 = 	3.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown23 = 	2.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown24 = 	4.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown25 = 	6.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown26 = 	6.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown27 = 	6.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown28 = 	3.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown29 = 	4.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown30 = 	5.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown31 = 	4.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown32 = 	3.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown33 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown34 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown35 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown36 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown37 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown38 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown39 = 	11.
[30-09-24 18:25:24.154] LOG  : General     , 1727713524154> 0> dropdown40 = 	11.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown41 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown42 = 	2.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown43 = 	2.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown44 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown45 = 	2.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown46 = 	4.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown47 = 	5.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown48 = 	4.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown49 = 	5.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown50 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown51 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown52 = 	4.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown53 = 	3.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown54 = 	3.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown55 = 	4.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown56 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown57 = 	5.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown58 = 	6.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown59 = 	4.
[30-09-24 18:25:24.155] LOG  : General     , 1727713524155> 0> dropdown60 = 	5.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown61 = 	6.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown62 = 	6.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown63 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown64 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown65 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown66 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown67 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown68 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown69 = 	6.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown70 = 	4.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown71 = 	3.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown72 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown73 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown74 = 	3.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown75 = 	4.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown76 = 	3.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown77 = 	2.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown78 = 	4.
[30-09-24 18:25:24.156] LOG  : General     , 1727713524156> 0> dropdown79 = 	2.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown80 = 	6.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown81 = 	5.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown82 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown83 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown84 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown85 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown86 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown87 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown88 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown89 = 	1.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown90 = 	2.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown91 = 	2.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown92 = 	2.
[30-09-24 18:25:24.157] LOG  : General     , 1727713524157> 0> dropdown93 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown94 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown95 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown96 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown97 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown98 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown99 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown100 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown101 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown102 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown103 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown104 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown105 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown106 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown107 = 	2.
[30-09-24 18:25:24.158] LOG  : General     , 1727713524158> 0> dropdown108 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown109 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown110 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown111 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown112 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown113 = 	2.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown114 = 	1.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown115 = 	5.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown116 = 	1.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown117 = 	1.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown118 = 	7.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown119 = 	3.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox120 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox121 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox122 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox123 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox124 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> checkbox125 = 	true.
[30-09-24 18:25:24.159] LOG  : General     , 1727713524159> 0> dropdown126 = 	8.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> ZOMBIE CCW LOOT = 	2.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> VEHICLE LOOT = 	11.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> POWERTOOLS = 	11.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> RELOADING ITEMS = 	4.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> AUTO EQUIP THROWN = 	false.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> AUTO SELECT MAG = 	1.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> AUTO ACTIVATE NV = 	2.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> EMERGENCY RELOAD = 	2.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> ARROW BREAKAGE = 	5.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> VISUAL EFFECTS = 	true.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> BURN TIME = 	5.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> IGNITE TARGET = 	5.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> HIT ALL BODY PARTS = 	false.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> ARCHERY DAMAGE = 	6.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> SKIP REMOVALS = 	false.
[30-09-24 18:25:24.160] LOG  : General     , 1727713524160> 0> FIXED ROTATION = 	6.
[30-09-24 18:25:24.162] LOG  : General     , 1727713524162> 0> AUTO ACTIVATE LASER = 	1.
[30-09-24 18:25:24.163] LOG  : General     , 1727713524163> 0> WEAPONLIGHT RUNTIME = 	6.
[30-09-24 18:25:24.163] LOG  : General     , 1727713524163> 0> HVY WEAPON MOVEMENT = 	1.
[30-09-24 18:25:24.163] LOG  : General     , 1727713524163> 0> FIREARM DAMAGE = 	6.
[30-09-24 18:25:24.163] LOG  : General     , 1727713524163> 0> MELEE DAMAGE = 	6.
[30-09-24 18:25:24.223] LOG  : General     , 1727713524223> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[30-09-24 18:25:24.223] LOG  : General     , 1727713524223> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[30-09-24 18:25:24.224] LOG  : General     , 1727713524224> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[30-09-24 18:25:24.499] LOG  : General     , 1727713524499> 0> using spawn region Muldraugh, KY.
[30-09-24 18:25:24.499] LOG  : General     , 1727713524499> 0> 12 possible spawn points.
[30-09-24 18:25:24.500] LOG  : General     , 1727713524500> 0> NetChecksum: send total checksum.
[30-09-24 18:25:24.550] LOG  : General     , 1727713524550> 0> NetChecksum: total checksum lua=true script=true.
[30-09-24 18:25:24.606] LOG  : General     , 1727713524606> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions.tiles.
[30-09-24 18:25:24.614] LOG  : General     , 1727713524614> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles.
[30-09-24 18:25:24.654] LOG  : General     , 1727713524654> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles.
[30-09-24 18:25:24.661] LOG  : General     , 1727713524661> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_apcom.tiles.
[30-09-24 18:25:24.666] LOG  : General     , 1727713524666> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_overlays.tiles.
[30-09-24 18:25:24.675] LOG  : General     , 1727713524675> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_noiseworks.patch.tiles.
[30-09-24 18:25:24.680] LOG  : General     , 1727713524680> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2849247394\mods\Basements\media\Perts_basementdefinitions.tiles.
[30-09-24 18:25:24.686] LOG  : General     , 1727713524686> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2536865912\mods\Blackwood\media\Blackwood.tiles.
[30-09-24 18:25:24.694] LOG  : General     , 1727713524694> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2463499011\mods\Grapeseed\media\ttools.tiles.
[30-09-24 18:25:24.703] LOG  : General     , 1727713524703> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2822286426\mods\RV_Interior\media\rvinterior.tiles.
[30-09-24 18:25:24.709] LOG  : General     , 1727713524709> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2196102849\mods\RavenCreek\media\RC.tiles.
[30-09-24 18:25:24.714] LOG  : General     , 1727713524714> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\normandytiledef.tiles.
[30-09-24 18:25:24.720] LOG  : General     , 1727713524720> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\roadtiledef.tiles.
[30-09-24 18:25:24.726] LOG  : General     , 1727713524726> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\A26_Tiles.tiles.
[30-09-24 18:25:24.730] LOG  : General     , 1727713524730> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3014820613\mods\AutomaticGateMotors\media\AutoGate.tiles.
[30-09-24 18:25:24.735] LOG  : General     , 1727713524735> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2927800433\mods\ChevalDeFrise\media\Defenses.tiles.
[30-09-24 18:25:24.740] LOG  : General     , 1727713524740> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2744974916\mods\CraftMetalDrumRainBarrel\media\tiledefinitions.tiles.
[30-09-24 18:25:24.746] LOG  : General     , 1727713524746> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2923979345\mods\Crafting-Enhanced-Core\media\core_crafting.tiles.
[30-09-24 18:25:24.752] LOG  : General     , 1727713524752> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3042138819\mods\FunctionalAppliances2\media\FA.tiles.
[30-09-24 18:25:24.758] LOG  : General     , 1727713524758> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2714848168\mods\PaperWyverns_Sleepingbags\media\sleepingbags.tiles.
[30-09-24 18:25:24.765] LOG  : General     , 1727713524765> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2613146550\mods\TrueMusic\media\tsarcraft_music.tiles.
[30-09-24 18:25:24.770] ERROR: Mod         , 1727713524770> 0> ZomboidFileSystem.loadModTileDefPropertyStrings> tiledef fileNumber 690 used by more than one mod.
[30-09-24 18:25:24.771] LOG  : General     , 1727713524771> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2687798127\mods\WaterDispenser\media\water_dispenser.tiles.
[30-09-24 18:25:24.789] LOG  : General     , 1727713524789> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions.tiles.
[30-09-24 18:25:24.836] LOG  : General     , 1727713524836> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles.
[30-09-24 18:25:24.883] LOG  : General     , 1727713524883> 0> MOVABLES: Difference in SpriteGrid settings for members of group: (Office Desk) sheet = location_business_office_generic_01.
[30-09-24 18:25:24.883] LOG  : General     , 1727713524883> 0> MOVABLES: Object has too many faces defined for group: (Office Whiteboard) sheet = location_business_office_generic_01.
[30-09-24 18:25:24.886] LOG  : General     , 1727713524886> 0> MOVABLES: E face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.886] LOG  : General     , 1727713524886> 0> MOVABLES: S face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.886] LOG  : General     , 1727713524886> 0> MOVABLES: E face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.886] LOG  : General     , 1727713524886> 0> MOVABLES: S face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.886] LOG  : General     , 1727713524886> 0> MOVABLES: E face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.887] LOG  : General     , 1727713524887> 0> MOVABLES: S face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.887] LOG  : General     , 1727713524887> 0> MOVABLES: E face defined more than once for group: (Bar Tap Antique) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.887] LOG  : General     , 1727713524887> 0> MOVABLES: Object has too many faces defined for group: (Bar Counter) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.887] LOG  : General     , 1727713524887> 0> MOVABLES: Object has too many faces defined for group: (Bar Corner Counter) sheet = location_restaurant_bar_01.
[30-09-24 18:25:24.888] ERROR: General     , 1727713524888> 0> IsoMetaGrid$MetaGridLoaderThread.loadCell> duplicate RoomDef.metaID for room at 2030,8036,0.
[30-09-24 18:25:24.889] ERROR: General     , 1727713524889> 0> IsoMetaGrid$MetaGridLoaderThread.loadCell> duplicate RoomDef.metaID for room at 2079,8044,4.
[30-09-24 18:25:24.890] ERROR: General     , 1727713524889> 0> IsoMetaGrid$MetaGridLoaderThread.loadCell> duplicate RoomDef.metaID for room at 2030,8032,4.
[30-09-24 18:25:24.902] LOG  : General     , 1727713524902> 0> MOVABLES: Object has only one face defined for group: (Streetname Sign) sheet = street_decoration_01.
[30-09-24 18:25:24.903] LOG  : General     , 1727713524903> 0> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01.
[30-09-24 18:25:24.923] LOG  : General     , 1727713524923> 0> MOVABLES: Not all members have a valid face defined for group: (Medical Desk) sheet = location_community_medical_01.
[30-09-24 18:25:24.938] LOG  : General     , 1727713524938> 0> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Tattoo Parlor Sign) sheet = location_shop_accessories_genericsigns_01.
[30-09-24 18:25:24.938] LOG  : General     , 1727713524938> 0> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Bail Bonds Sign) sheet = location_shop_accessories_genericsigns_01.
[30-09-24 18:25:24.939] LOG  : General     , 1727713524939> 0> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Pony Roam-o Sign) sheet = signs_one-off_01.
[30-09-24 18:25:24.954] LOG  : General     , 1727713524954> 0> MOVABLES: Not all members have a valid face defined for group: (Military Crate) sheet = location_military_generic_01.
[30-09-24 18:25:24.955] LOG  : General     , 1727713524955> 0> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (The Glorious Spiffo) sheet = location_restaurant_spiffos_03.
[30-09-24 18:25:24.968] LOG  : General     , 1727713524968> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles.
