[20-10-24 22:49:50.801] LOG  : General     , 1729457390801> 2.745.655.329> Base.Wallet3: DisplayCategory, Junk.
[20-10-24 22:49:51.151] LOG  : General     , 1729457391151> 2.745.655.679> LWBetterElectronics.Otternoses: DisplayCategory, FoodN.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.RemoteDoormotor: DisplayCategory, WepBomb.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.YeenBeans: DisplayCategory, FoodN.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.RadioUpgradeMag3: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.RadioUpgradeMag2: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.ManualTV: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.CircuitDiagramHamRadio: DisplayCategory, LitW.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.RadioUpgradeMag1: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.ElectronicsDismantleMagazine: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.CircuitDiagramWalkieTalkie: DisplayCategory, LitW.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.AdvancedNoiseMakerRemoteV2: DisplayCategory, WepBomb.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.AdvancedNoiseMakerRemoteV3: DisplayCategory, WepBomb.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.679> LWBetterElectronics.AdvancedNoiseMakerRemoteV1: DisplayCategory, WepBomb.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.680> LWBetterElectronics.CircuitDiagramRadio: DisplayCategory, LitW.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.680> LWBetterElectronics.CircuitDiagramAmplifier: DisplayCategory, LitW.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.680> LWBetterElectronics.ManualMotionSensor: DisplayCategory, LitR.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.680> KCMweapons.TheSniperGuide: DisplayCategory, LitS.
[20-10-24 22:49:51.152] LOG  : General     , 1729457391152> 2.745.655.680> KCMweapons.TheUltimateHuntingGuide1: DisplayCategory, LitS.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391152> 2.745.655.680> KCMweapons.TheUltimateHuntingGuide2: DisplayCategory, LitS.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> KCMweapons.WeaponHandlersReloaded: DisplayCategory, LitS.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> KCMweapons.DoomsdayPreppers2: DisplayCategory, LitR.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> KCMweapons.DoomsdayPreppers1: DisplayCategory, LitR.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> MREM.MRE: DisplayCategory, FoodN.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.TequilaWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.RumEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.Wooden_CheeseMolds: DisplayCategory, Container.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.Plate_HuevosRancherosEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.PipingBag_PastryDough: DisplayCategory, FoodN.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.InstantNoodles_Chicken: DisplayCategory, FoodN.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.680> SapphCooking.GinEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.Pot_CheesePreparation: DisplayCategory, FoodP.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.SaucepanwithMeltedWhiteChocolate: DisplayCategory, FoodN.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.Wooden_CheeseMolds_Water: DisplayCategory, FoodB.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.Wooden_CheeseMoldsCurds: DisplayCategory, Container.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.WoodenSkewersInsect: DisplayCategory, FoodN.
[20-10-24 22:49:51.153] LOG  : General     , 1729457391153> 2.745.655.681> SapphCooking.VodkaWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.BakingTray_Gingerbread_Man: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.PipingBag_Icing: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.PlateFancy_HuevosRancherosEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.CakeSlice_Carrot: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.Cured_EggYolk: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.CakeSlice_BlackForest: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.WoodenSkewersMarshmallows: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.Bowl_Sorbet: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.Bucket_CheeseCurds: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.PopBottlewithProteinShake: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.HomemadeSauce_Evolved: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.681> SapphCooking.PlateBlue_HuevosRancherosEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.BowlShavedIce: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.RumWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.CakeSlice_Birthday: DisplayCategory, FoodP.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.BowlShavedIceEvolved: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.PipingBag_PastryCream: DisplayCategory, FoodN.
[20-10-24 22:49:51.154] LOG  : General     , 1729457391154> 2.745.655.682> SapphCooking.CakeSlice_Chocolate: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.InstantNoodles_Beef: DisplayCategory, FoodN.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.FullWaterThermos: DisplayCategory, FoodB.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.CakeSlice_RedVelvet: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.TequilaEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.682> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[20-10-24 22:49:51.155] LOG  : General     , 1729457391155> 2.745.655.683> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.CrabStick: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.SakeEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.683> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.156] LOG  : General     , 1729457391156> 2.745.655.684> SapphCooking.IceCubes: DisplayCategory, FoodN.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.684> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[20-10-24 22:49:51.157] LOG  : General     , 1729457391157> 2.745.655.685> MarmiteandTwiglets.GiantMarmite: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> MarmiteandTwiglets.Marmite: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> MarmiteandTwiglets.Twiglets: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.SFBeetPot: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.CoffeeGrains: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.Cauliflower: DisplayCategory, FoodP.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.TeaLeaves: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.Beetroot: DisplayCategory, FoodP.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.685> USMIL.emptyWaterCan0: DisplayCategory, Container.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.686> USMIL.emptyGasCan0: DisplayCategory, Container.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.686> USMIL.WaterCan0: DisplayCategory, FoodB.
[20-10-24 22:49:51.158] LOG  : General     , 1729457391158> 2.745.655.686> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> Skill Recovery Journal: ver:MARCH_2_2024.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.AmmoStrap_Bullets: ClothingItemExtra, AmmoStrap_Bullets.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.AmmoStrap_Bullets: ClothingItemExtraOption, Wear.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.AmmoStrap_Shells: ClothingItemExtra, AmmoStrap_Shells.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.AmmoStrap_Shells: ClothingItemExtraOption, Wear.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.Bullets9mmBox: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.192] LOG  : General     , 1729457391192> 2.745.655.720> CVAS: Base.9mmClip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.720> CVAS: Base.Bullets45Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.720> CVAS: Base.45Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.720> CVAS: Base.Bullets44Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.720> CVAS: Base.44Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.720> CVAS: Base.Bullets38Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.ShotgunShells: DisplayCategory, AmmoShell.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.ShotgunShellsBox: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.223Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.223Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.308Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.308Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.556Box: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.556Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.M14Clip: DisplayCategory, AmmoBox.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.AmmoCan30_22: DisplayCategory, Container.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.AmmoCan30_57: DisplayCategory, Container.
[20-10-24 22:49:51.193] LOG  : General     , 1729457391193> 2.745.655.721> CVAS: Base.AmmoCan30_380: DisplayCategory, Container.
